"","player","GP","PVGS","GSpg","position","Z_val"
"219","Cody Martin",7,0.145985247171615,0.0208550353102307,"SF",-0.938652208982062
"227","Keldon Johnson",61,4.89366136986299,0.0802239568829998,"SF",1.30717994087031
"233","Doug McDermott",63,2.0463024311444,0.0324809909705461,"SF",-0.0397295958144896
"240","Michael Porter Jr.",62,4.34297034437662,0.070047908780268,"SF",1.04668205143733
"245","Bruce Brown",80,4.22790167865097,0.0528487709831371,"SF",0.992250177347996
"265","Simone Fontecchio",52,0.814914720118856,0.0156714369253626,"SF",-0.622223017624946
"268","Leandro Bolmaro",14,-0.0982220748028553,-0.00701586248591824,"SF",-1.05417160010024
"269","Reggie Bullock Jr.",78,2.26408434619348,0.0290267223870959,"SF",0.0632895684743294
"274","Tim Hardaway Jr.",71,3.68666123950621,0.0519248061902283,"SF",0.736222776232341
"278","Mikal Bridges",82,7.29410188071409,0.088952461959928,"SF",2.44267999052859
"290","Josh Hart",76,4.54143847191986,0.0597557693673666,"SF",1.14056505652003
"298","Nassir Little",54,1.27670044231507,0.0236426007836123,"SF",-0.403780732504802
"316","Jordan Nwora",62,2.04736736460779,0.0330220542678676,"SF",-0.0392258416097518
"317","Wesley Matthews",52,0.612326258718892,0.0117755049753633,"SF",-0.718055098003514
"320","Paul George",56,5.59605816915675,0.0999296101635134,"SF",1.63944045591848
"330","Kawhi Leonard",52,5.93297055412564,0.114095587579339,"SF",1.7988128828265
"337","Joe Harris",74,2.08613433961631,0.0281910045894097,"SF",-0.0208875816744253
"338","Braxton Key",3,0.00999143082520682,0.00333047694173561,"SF",-1.00298247857904
"340","Buddy Boeheim",10,-0.0220374434108392,-0.00220374434108392,"SF",-1.01813335947825
"344","Svi Mykhailiuk",32,0.870377715717455,0.0271993036161705,"SF",-0.595986902223746
"353","Lamar Stevens",62,1.25319662095409,0.0202128487250659,"SF",-0.414898937768338
"363","MarJon Beauchamp",52,0.701033632349645,0.0134814160067239,"SF",-0.676093121979762
"374","Tyler Dorsey",3,0.0345657708175102,0.0115219236058367,"SF",-0.991357877113003
"377","Amir Coffey",50,0.465811337399548,0.00931622674799095,"SF",-0.787362252120325
"378","Keegan Murray",80,4.08465125772022,0.0510581407215028,"SF",0.924487256606938
"380","Troy Brown Jr.",76,2.34533160041256,0.0308596263212179,"SF",0.101722623067151
"381","AJ Griffin",72,2.3525882049969,0.0326748361805125,"SF",0.105155274211229
"392","Brandon Boston Jr.",22,0.429698318297607,0.0195317417408003,"SF",-0.804445089540455
"399","Justin Jackson",23,-0.00111787795801602,-4.86033894789574e-05,"SF",-1.00823760596837
"400","Malcolm Hill",4,0.00233338175412387,0.000583345438530967,"SF",-1.00660502829906
"401","Dillon Brooks",73,3.23320264052566,0.0442904471304885,"SF",0.521719538458778
"403","Jabari Walker",55,0.636702669051788,0.011576412164578,"SF",-0.706524124826561
"412","Jae'Sean Tate",31,1.09141296081927,0.0352068697038474,"SF",-0.491428788554705
"413","Jack White",17,0.0382373008607906,0.00224925299181121,"SF",-0.989621103163546
"419","Chima Moneke",2,-0.0123192274113972,-0.00615961370569862,"SF",-1.01353627211029
"424","Justin Champagnie",5,0.031237155598419,0.00624743111968381,"SF",-0.992932439252529
"425","Jordan Schakel",2,0.0104569901424449,0.00522849507122245,"SF",-1.00276225123933
"434","Anthony Lamb",61,1.6660315928251,0.0273119933250016,"SF",-0.219612227291186
"435","Patrick Baldwin Jr.",31,0.30143783618864,0.0097238011673755,"SF",-0.865117196658114
"441","Otto Porter Jr.",8,0.24381704782359,0.0304771309779487,"SF",-0.892374030457618
"442","Jordan Hall",9,0.0497536392986939,0.00552818214429932,"SF",-0.984173435200517
"445","Corey Kispert",74,3.26570265924687,0.0441311170168497,"SF",0.53709328869546
"448","Jarrett Culver",10,0.15417855555836,0.015417855555836,"SF",-0.934776461160794
"459","Ish Wainright",60,0.949645673342465,0.0158274278890411,"SF",-0.55849013052179
"465","Pat Connaughton",61,1.96092367273274,0.0321462897169302,"SF",-0.0801170096987148
"466","Julian Champagnie",15,0.407184145233663,0.0271456096822442,"SF",-0.815095153358558
"473","Josh Minott",14,0.191875011935555,0.0137053579953968,"SF",-0.916944597427971
"478","T.J. Warren",42,1.20736538585271,0.0287467949012549,"SF",-0.436578862556421
"479","Khris Middleton",33,2.09503291113846,0.0634858457920746,"SF",-0.0166782174516461
"482","Ziaire Williams",37,0.528804152408248,0.0142920041191418,"SF",-0.757564244526655
"487","Stanley Johnson",29,0.79325638052303,0.0273536682938976,"SF",-0.632468239522929
"489","Joe Ingles",46,1.50339209922216,0.0326824369396122,"SF",-0.296546919997673
"491","Sterling Brown",4,0.00293275590027758,0.000733188975069396,"SF",-1.00632150143403
"493","PJ Dozier",16,0.005737282139573,0.000358580133723313,"SF",-1.00499485340023
"496","Joe Wieskamp",9,-0.0329599928705222,-0.00366222143005803,"SF",-1.02330014257402
"501","Darius Days",4,0.0496839393002693,0.0124209848250673,"SF",-0.984206405962057
"518","Dylan Windler",3,0.0123889274098218,0.00412964246994059,"SF",-1.00184837111894
"524","Xavier Sneed",4,0.052680810031038,0.0131702025077595,"SF",-0.98278877163693
"533","Justin Minaya",3,0.00879268253289934,0.00293089417763311,"SF",-1.00354953230909
"2","P.J. Tucker",75,1.13266388791463,0.0151021851721951,"PF",-0.496385442389878
"9","Georges Niang",78,2.14061327208581,0.0274437598985361,"PF",-0.0383474762344541
"17","Grant Williams",79,2.76229807647616,0.0349657984364071,"PF",0.244161990872204
"22","LeBron James",55,7.14410777384294,0.129892868615326,"PF",2.23536832859157
"35","Draymond Green",72,3.963106535712,0.0550431463293333,"PF",0.789840050751053
"41","JaMychal Green",57,1.59896580328637,0.028052031636603,"PF",-0.28448593207183
"42","Jonathan Kuminga",67,2.64261559173688,0.0394420237572669,"PF",0.189775210389689
"46","Paolo Banchero",72,5.54725240399633,0.0770451722777268,"PF",1.50971642847127
"52","Bol Bol",70,2.85939110298513,0.040848444328359,"PF",0.288283544085527
"57","Bojan Bogdanovic",58,4.79136632053011,0.0826097641470708,"PF",1.1662224695948
"67","Kyle Kuzma",64,4.9360190045805,0.0771252969465703,"PF",1.23195634695199
"71","Rui Hachimura",63,2.71220710752121,0.0430509064685906,"PF",0.221399374114672
"73","Anthony Gill",59,0.710960948344361,0.0120501855651587,"PF",-0.688018038029943
"77","Terry Taylor",31,0.273866625465568,0.00883440727308285,"PF",-0.886644871691942
"84","Oshae Brissett",65,1.52511455364848,0.0234633008253612,"PF",-0.318045827750512
"88","Jabari Smith Jr.",79,3.8501621517452,0.0487362297689265,"PF",0.738515235504135
"93","Tari Eason",82,3.46996101342432,0.0423165977246868,"PF",0.565742119253194
"98","John Collins",71,3.98874580916769,0.0561795184389816,"PF",0.801491192020419
"107","Zion Williamson",29,3.49943065040717,0.120670022427833,"PF",0.579133875624038
"109","Herbert Jones",66,3.11598735236942,0.0472119295813549,"PF",0.404887439119139
"117","Kevin Durant",47,6.34706838911945,0.135044008279137,"PF",1.87317325763103
"125","Markieff Morris",35,0.399071707181209,0.011402048776606,"PF",-0.829748481970436
"130","Patrick Williams",81,3.37332796106465,0.0416460242106747,"PF",0.521829590051534
"138","Jimmy Butler",64,8.14327006064916,0.127238594697643,"PF",2.68941321308172
"147","Haywood Highsmith",54,0.919473451207438,0.0170272861334711,"PF",-0.593264626569789
"149","Evan Mobley",79,6.46163530653704,0.0817928519814815,"PF",1.92523539355445
"154","Kevin Love",62,2.19181653383085,0.0353518795779169,"PF",-0.0150794051998124
"155","Dean Wade",44,0.856399765864446,0.0194636310423738,"PF",-0.621926921528367
"160","Pascal Siakam",71,7.75940856262087,0.109287444543956,"PF",2.51497673581076
"166","Thaddeus Young",54,1.26111671451507,0.0233540132317605,"PF",-0.438013194371332
"167","Juancho Hernangomez",42,0.474330805106682,0.0112935905977782,"PF",-0.795548824041362
"169","Julius Randle",77,8.07668100076354,0.104891961048877,"PF",2.65915344206823
"176","Obi Toppin",67,1.81547927004472,0.0270967055230555,"PF",-0.186096678090787
"179","Santi Aldama",77,3.16241237644902,0.0410702906032341,"PF",0.425984156813573
"183","Brandon Clarke",56,2.87609829391108,0.0513588981055549,"PF",0.295875718724517
"185","David Roddy",70,1.44846436293923,0.0206923480419889,"PF",-0.352877633800735
"187","Jake LaRavia",35,0.261815027712003,0.00748042936320007,"PF",-0.892121425783501
"189","Kenrich Williams",53,2.23556526133214,0.0421804766289082,"PF",0.00480113491585617
"190","Aleksej Pokusevski",34,1.24465481257522,0.0366074944875065,"PF",-0.445493903424772
"191","Josh Giddey",76,5.96974706220423,0.0785493034500556,"PF",1.7017088012988
"194","Jeremiah Robinson-Earl",43,1.33636464210468,0.0310782474908064,"PF",-0.40381861252842
"197","Ousmane Dieng",39,0.662732216658363,0.0169931337604709,"PF",-0.709934406568503
"202","Karl-Anthony Towns",28,2.57026690903995,0.0917952467514269,"PF",0.156898119538768
"206","Kyle Anderson",68,3.95358066420403,0.0581408921206475,"PF",0.785511251230077
"209","Taurean Prince",53,1.5804493195861,0.0298197984827566,"PF",-0.292900295598028
"213","P.J. Washington",73,4.49908083720236,0.0616312443452377,"PF",1.03340047434126
"221","JT Thor",69,0.761447776618124,0.0110354750234511,"PF",-0.665075532678677
"228","Jeremy Sochan",55,2.42343699873609,0.0440624908861107,"PF",0.0901748549160434
"236","Keita Bates-Diop",64,2.73631588819627,0.0427549357530668,"PF",0.23235502034087
"238","Isaiah Roby",41,0.510758813193145,0.0124575320291011,"PF",-0.778995005965728
"241","Aaron Gordon",68,5.55870462760374,0.0817456562882903,"PF",1.51492061162915
"248","Jeff Green",56,1.59943136260361,0.0285612743322073,"PF",-0.284274370017087
"253","Vlatko Cancar",60,1.19059408009627,0.0198432346682711,"PF",-0.470060482205801
"254","Zeke Nnaji",53,1.04221133634004,0.0196643648366045,"PF",-0.537489394044019
"255","Lauri Markkanen",66,7.45126055149942,0.112897887143931,"PF",2.37494640243746
"257","Jarred Vanderbilt",78,3.71816602476246,0.0476687951892623,"PF",0.678532821215266
"262","Rudy Gay",56,0.947312291588341,0.0169162909212204,"PF",-0.580613945862564
"270","Dorian Finney-Smith",66,2.35418281260802,0.0356694365546669,"PF",0.0587039824099469
"276","Maxi Kleber",37,0.960353537638941,0.0259555010172687,"PF",-0.574687670286671
"279","Cameron Johnson",41,2.87961925362164,0.0702346159419912,"PF",0.297475732822515
"283","Torrey Craig",79,2.87138417107614,0.0363466350769131,"PF",0.293733500802238
"288","Dario Saric",57,1.40716607651718,0.0246871241494241,"PF",-0.371644630849911
"291","Jerami Grant",63,5.22837977307461,0.0829901551281684,"PF",1.36481255370963
"295","Justise Winslow",29,0.928115563407621,0.0320039849450904,"PF",-0.589337429869616
"299","Harrison Barnes",82,5.44190195427012,0.0663646579789039,"PF",1.46184249106534
"300","KZ Okpala",35,0.0574284438735772,0.00164081268210221,"PF",-0.984999914168893
"307","Trey Lyles",74,2.36004832440857,0.0318925449244402,"PF",0.0613694209109051
"310","Giannis Antetokounmpo",63,8.87197520754319,0.140825003294336,"PF",3.02055545955949
"314","Bobby Portis",70,4.60297049414636,0.065756721344948,"PF",1.08061059016502
"321","Marcus Morris Sr.",65,2.66392543134059,0.0409834681744706,"PF",0.199458946244346
"326","Nicolas Batum",78,2.29824867252425,0.0294647265708237,"PF",0.0332860793237817
"327","Robert Covington",48,1.34242808356464,0.02796725174093,"PF",-0.401063229730595
"334","James Johnson",18,0.128277237612767,0.00712651320070929,"PF",-0.9528044112017
"347","Isaiah Livers",51,1.2247528212591,0.0240147612011588,"PF",-0.454537877029037
"352","Isaiah Mobley",12,0.110691872546969,0.00922432271224738,"PF",-0.960795650618412
"355","Derrick Jones Jr.",63,1.35582341477529,0.0215210065837348,"PF",-0.394976048806573
"366","Thanasis Antetokounmpo",37,0.0457085906083337,0.00123536731373875,"PF",-0.990325715084647
"368","Kenneth Lofton Jr.",24,0.428767199663131,0.0178652999859638,"PF",-0.816254091087319
"379","Chimezie Metu",66,1.43174600167741,0.0216931212375365,"PF",-0.360474884525888
"397","Chris Boucher",76,3.44038816543544,0.0452682653346769,"PF",0.552303461162852
"404","Greg Brown III",16,0.0147278943318791,0.000920493395742443,"PF",-1.00440413542538
"407","Isaiah Todd",6,-0.0189764578495794,-0.00316274297492991,"PF",-1.01972025463357
"414","Nikola Jovic",15,0.260936853572151,0.0173957902381434,"PF",-0.892520490561221
"423","Admiral Schofield",37,0.495239200223639,0.0133848432492875,"PF",-0.786047514823519
"428","Micah Potter",7,0.107025927671622,0.0152894182388031,"PF",-0.962461549681511
"438","Ron Harper Jr.",9,0.0635392446602299,0.00705991607335888,"PF",-0.982223010082384
"444","Dominick Barlow",26,0.525534066851715,0.0202128487250659,"PF",-0.77228075300672
"446","Trendon Watford",61,2.00467798540196,0.0328635735311797,"PF",-0.10011994538738
"454","Jamal Cain",18,0.46692363018963,0.0259402016772017,"PF",-0.798914833671651
"458","Davis Bertans",45,0.634165772470324,0.0140925727215628,"PF",-0.722915729045267
"467","Michael Foster Jr.",1,-0.00466117834031426,-0.00466117834031426,"PF",-1.01321502568622
"474","Mfiondu Kabengele",4,0.0215133544310435,0.00537833860776088,"PF",-1.0013206489011
"476","Alize Johnson",4,0.00473087833873881,0.0011827195846847,"PF",-1.00894703504418
"492","Andre Iguodala",7,0.0650697374408598,0.00929567677726568,"PF",-0.981527515039216
"497","Jonathan Isaac",11,0.304155906925711,0.0276505369932464,"PF",-0.872880647918225
"500","Deonte Burton",2,-0.0177135947267809,-0.00885679736339044,"PF",-1.01914637734827
"502","Chris Silva",1,-0.00526055248646801,-0.00526055248646801,"PF",-1.0134873966199
"509","Jae Crowder",18,0.636546513551139,0.0353636951972855,"PF",-0.721833859439785
"520","Xavier Cooks",10,0.195535371642968,0.0195535371642968,"PF",-0.922240595793515
"521","Jarrell Brantley",4,0.0886432588002624,0.0221608147000656,"PF",-0.970815104328771
"523","Luka Samanic",7,0.255071341771595,0.0364387631102279,"PF",-0.89518592906218
"536","Louis King",1,0.082248072851978,0.082248072851978,"PF",-0.973721240302401
"537","RaiQuan Gray",1,0.0762543313904406,0.0762543313904406,"PF",-0.976444949639216
"3","Joel Embiid",66,10.3312533237681,0.156534141269214,"C",3.31114630815274
"6","Montrezl Harrell",57,1.4029704574941,0.0246135167981421,"C",-0.431102226627393
"13","Al Horford",63,3.51416971507491,0.0557804716678557,"C",0.453797193187672
"16","Noah Vonleh",23,0.0228570878881335,0.00099378642991885,"C",-1.00957037247297
"19","Blake Griffin",41,0.864389559423851,0.0210826721810695,"C",-0.656845923019157
"23","Anthony Davis",56,7.57039660658717,0.135185653689057,"C",2.15394596410494
"29","Wenyen Gabriel",68,1.74189006489673,0.0256160303661283,"C",-0.289045638232134
"36","Kevon Looney",81,4.43362082561062,0.0547360595754397,"C",0.839180880369184
"40","James Wiseman",45,1.82032720770858,0.0404517157268572,"C",-0.256169072026019
"48","Wendell Carter Jr.",57,4.05160480934748,0.0710807861289031,"C",0.679060631208678
"53","Mo Bamba",49,1.49000793834737,0.0304083252723954,"C",-0.394620868445465
"58","Isaiah Stewart",49,2.48616776925489,0.0507381177398957,"C",0.0229149246578507
"62","Jalen Duren",66,3.53315175809242,0.0535326023953398,"C",0.461753428864048
"68","Kristaps Porzingis",65,6.97462429047828,0.107301912161204,"C",1.90423074893821
"75","Daniel Gafford",78,3.93094384664703,0.0503967159826543,"C",0.628486145875494
"78","Jalen Smith",68,2.77461171871962,0.0408031135105827,"C",0.143814874112639
"81","Isaiah Jackson",63,2.29923832082128,0.0364958463622425,"C",-0.0554356904587896
"86","Goga Bitadze",38,0.895155570537099,0.02355672554045,"C",-0.643950491530926
"89","Bruno Fernando",39,0.728063998589121,0.0186683076561313,"C",-0.713986152325058
"94","Alperen Sengun",75,5.76642541182919,0.0768856721577226,"C",1.39781976811829
"99","Clint Capela",65,4.92716220721711,0.0758024954956478,"C",1.0460464714166
"104","Onyeka Okongwu",80,4.53298311904322,0.0566622889880403,"C",0.880828126830779
"108","Jonas Valanciunas",79,5.23711392594495,0.0662925813410753,"C",1.17596130304042
"113","Larry Nance Jr.",65,2.75922592057903,0.0424496295473697,"C",0.13736598786985
"119","Nic Claxton",76,6.07104129290421,0.0798821222750554,"C",1.52549810802952
"122","Day'Ron Sharpe",48,1.10567529583391,0.0230349019965398,"C",-0.555712120801182
"131","Nikola Vucevic",81,7.2195118569332,0.089129776011521,"C",2.00687424158712
"136","Andre Drummond",67,2.10917260166005,0.0314801880844784,"C",-0.135100858968382
"140","Bam Adebayo",75,7.24628017868278,0.0966170690491037,"C",2.01809406003892
"145","Dewayne Dedmon",38,0.76389263252943,0.0201024376981429,"C",-0.698968745856814
"150","Jarrett Allen",68,5.64261700806527,0.0829796618833127,"C",1.34592604739745
"163","Precious Achiuwa",55,2.22744165294381,0.040498939144433,"C",-0.0855289322602415
"164","Christian Koloko",58,0.888241880776952,0.0153145151858095,"C",-0.646848332668169
"170","Mitchell Robinson",59,3.48126825186695,0.0590045466418127,"C",0.440006696814935
"174","Isaiah Hartenstein",82,2.61645222930139,0.0319079540158706,"C",0.0775230544646866
"180","Steven Adams",42,2.5367772420217,0.0603994581433739,"C",0.0441276514659379
"186","Xavier Tillman",61,2.57588154668648,0.0422275663391226,"C",0.0605180401920987
"196","Darius Bazley",43,0.992923256358583,0.023091238519967,"C",-0.602971617486025
"198","Mike Muscala",63,1.54342752252141,0.024498849563832,"C",-0.372230296417442
"203","Rudy Gobert",69,5.36823746395577,0.0778005429558807,"C",1.23092112850134
"214","Mason Plumlee",79,5.34020627908339,0.0675975478364986,"C",1.21917198680322
"220","Nick Richards",65,2.83534643714056,0.043620714417547,"C",0.169271550880753
"224","Mark Williams",43,2.11435228381223,0.0491709833444705,"C",-0.132929819112798
"225","Kai Jones",46,0.625908349253087,0.0136067032446323,"C",-0.756804221014544
"229","Jakob Poeltl",71,5.25222650925978,0.0739750212571799,"C",1.18229567255063
"234","Zach Collins",61,3.23219623672482,0.0529868235528659,"C",0.335609311821539
"239","Gorgui Dieng",30,0.391210143282786,0.0130403381094262,"C",-0.855176890268293
"242","Nikola Jokic",69,10.4263558833472,0.151106607005032,"C",3.35100810684002
"249","DeAndre Jordan",39,1.01816108532753,0.0261066944955777,"C",-0.592393298015789
"256","Kelly Olynyk",68,3.96856501785787,0.0583612502626158,"C",0.644254886063183
"261","Walker Kessler",74,4.60470450175433,0.0622257365101936,"C",0.910889813202401
"271","JaVale McGee",42,0.643953688468191,0.0153322306778141,"C",-0.749240600411481
"275","Christian Wood",67,4.88487427249802,0.0729085712313138,"C",1.02832167885439
"280","Deandre Ayton",67,5.67664751956711,0.0847260823815987,"C",1.36018977914891
"284","Jock Landale",69,2.00215225915637,0.0290166994080633,"C",-0.179957941335132
"289","Bismack Biyombo",61,1.41908944460976,0.0232637613870452,"C",-0.42434602761139
"292","Jusuf Nurkic",52,3.30171805251072,0.0634945779328985,"C",0.36474905987352
"296","Drew Eubanks",77,2.9748082687029,0.0386338736195182,"C",0.227726333579607
"301","Domantas Sabonis",79,9.12045901887503,0.11544884834019,"C",2.80364746640767
"308","Richaun Holmes",42,0.443762723652842,0.0105657791345915,"C",-0.8331497188811
"311","Brook Lopez",78,5.96641844698514,0.0764925441921171,"C",1.48164592528516
"318","Serge Ibaka",16,0.196937634762616,0.0123086021726635,"C",-0.936605315111766
"319","Paul Reed",69,1.55981413929491,0.0226060020187667,"C",-0.365361921666207
"322","Ivica Zubac",76,4.60796900214293,0.060631171080828,"C",0.912258113465621
"331","Damian Jones",41,0.663599220462348,0.0161853468405451,"C",-0.741006266394374
"332","Willy Hernangomez",37,1.2174850463389,0.0329050012524026,"C",-0.508847580187
"342","Jericho Sims",52,1.15775673171879,0.0222645525330537,"C",-0.533882427449319
"346","Naz Reid",68,3.18578238298109,0.0468497409261924,"C",0.316155159352635
"349","Luke Kornet",69,1.48129612614877,0.0214680597992575,"C",-0.398272384299501
"351","Robin Lopez",37,0.308833840769825,0.00834686056134663,"C",-0.889704537073056
"357","Tony Bradley",11,0.0566143845642163,0.00514676223311058,"C",-0.995421157454101
"358","Marko Simonovic",6,-0.0249701993111169,-0.00416169988518614,"C",-1.02961695904787
"359","Usman Garuba",75,1.30768113859152,0.0174357485145536,"C",-0.471042304622725
"362","Boban Marjanovic",31,0.420713291273235,0.013571396492685,"C",-0.842810782026391
"365","Sandro Mamukelashvili",41,1.05019554473151,0.0256145254812564,"C",-0.578966202283881
"370","Dwight Powell",76,2.60545997984328,0.0342823681558327,"C",0.0729157038638306
"385","Jaxson Hayes",47,0.995856012258861,0.0211884257927417,"C",-0.60174236639317
"387","Nathan Knight",37,0.439497404631341,0.0118783082332795,"C",-0.834937507652766
"388","Jaylin Williams",49,1.31019569450125,0.0267386876428827,"C",-0.469988340124763
"393","Moses Brown",36,0.713876948740838,0.0198299152428011,"C",-0.719932588756652
"398","Khem Birch",20,0.112361765324448,0.00561808826622238,"C",-0.97205490023617
"406","Taj Gibson",48,0.555449829664777,0.0115718714513495,"C",-0.786336584139837
"411","Myles Turner",62,5.21925534605339,0.0841815378395707,"C",1.16847596174541
"416","Udonis Haslem",7,0.0404953974485564,0.00578505677836521,"C",-1.0021773564701
"418","Moussa Diabate",22,0.263671679813021,0.0119850763551373,"C",-0.908634048290327
"420","Alex Len",26,0.159915837697933,0.0061506091422282,"C",-0.952122830393857
"422","Frank Kaminsky",36,0.361444950802439,0.01004013752229,"C",-0.867652833248078
"426","Vernon Carey Jr.",11,-0.00811802322038761,-0.000738002110944328,"C",-1.02255344725865
"429","Udoka Azubuike",36,0.633560813156237,0.0175989114765621,"C",-0.753596726106739
"433","Mamadi Diakite",22,0.121020633028431,0.00550093786492869,"C",-0.968425575822571
"439","Nerlens Noel",17,0.132938415953082,0.0078199068207695,"C",-0.9634302921431
"443","Charles Bassey",35,1.1752612264503,0.0335788921842943,"C",-0.526545499314068
"447","John Butler Jr.",18,0.0413679864204749,0.00229822146780416,"C",-1.00181161483193
"452","Marvin Bagley III",42,2.27185386942175,0.0540917587957559,"C",-0.066913756808229
"456","Jaren Jackson Jr.",63,5.4033970237515,0.0857682067262143,"C",1.24565809563151
"461","Orlando Robinson",31,0.614311140480893,0.0198164884026094,"C",-0.761665137518346
"464","Thomas Bryant",59,2.81476420134399,0.0477078678193896,"C",0.160644601790334
"468","Luka Garza",27,0.688697649434448,0.025507320349424,"C",-0.730486375789102
"470","Moritz Wagner",57,2.60052000150927,0.0456231579212153,"C",0.0708451347567366
"485","Neemias Queta",5,0.0420258902291863,0.00840517804583727,"C",-1.00153585748854
"488","Robert Williams III",35,2.01258690862708,0.0575024831036308,"C",-0.175584306194133
"499","Daniel Theis",7,0.206522035933142,0.0295031479904489,"C",-0.932588057619552
"508","Cody Zeller",15,0.420969750595199,0.0280646500396799,"C",-0.842703288285856
"510","Meyers Leonard",9,0.157041611460213,0.0174490679400237,"C",-0.953327549048926
"515","Olivier Sarr",9,0.142656631952524,0.0158507368836137,"C",-0.95935694678327
"517","Omer Yurtseven",9,0.147451625121753,0.0163835139024171,"C",-0.957347147538488
"519","Jay Huff",7,0.264661328110055,0.0378087611585793,"C",-0.908219241776578
"539","Chance Comanche",1,0.0307018962827564,0.0307018962827564,"C",-1.00628225725976
