"","player","GP","PVWS","WSpg","position","Z_val"
"219","Cody Martin",7,0.196846777436335,0.0281209682051907,"SF",-1.02969897111583
"227","Keldon Johnson",61,3.18314348171196,0.0521826800280648,"SF",0.619488583259042
"233","Doug McDermott",63,1.62242516290441,0.0257527803635621,"SF",-0.242420825667769
"240","Michael Porter Jr.",62,4.27982920710605,0.0690295033404202,"SF",1.22513518454652
"245","Bruce Brown",80,4.04002746468647,0.0505003433085809,"SF",1.0927042547767
"265","Simone Fontecchio",52,0.607438540918791,0.0116815104022844,"SF",-0.802948954851675
"268","Leandro Bolmaro",14,-0.0417969876797899,-0.002985499119985,"SF",-1.16149040590367
"269","Reggie Bullock Jr.",78,3.13699836220187,0.0402179277205367,"SF",0.594004860666367
"274","Tim Hardaway Jr.",71,3.02079798153451,0.042546450444148,"SF",0.529832998126433
"278","Mikal Bridges",82,5.5115083937284,0.0672135169966878,"SF",1.9053321598343
"290","Josh Hart",76,6.40338797267321,0.0842551049035949,"SF",2.39787421015735
"298","Nassir Little",54,1.5024030037265,0.0278222778467871,"SF",-0.308703272044249
"316","Jordan Nwora",62,2.29996016642774,0.0370961317165765,"SF",0.131749059683612
"317","Wesley Matthews",52,1.07518764217884,0.0206766854265161,"SF",-0.544633699283249
"320","Paul George",56,4.28852547076665,0.0765808119779759,"SF",1.22993771129414
"330","Kawhi Leonard",52,5.24057403529634,0.100780269909545,"SF",1.75570818866662
"337","Joe Harris",74,2.32289083749103,0.0313904167228518,"SF",0.144412562702886
"338","Braxton Key",3,0.0359750665541876,0.0119916888513959,"SF",-1.1185406535441
"340","Buddy Boeheim",10,-0.00105270663950211,-0.000105270663950211,"SF",-1.13898930575934
"344","Svi Mykhailiuk",32,0.855515464343165,0.0267348582607239,"SF",-0.665948041964043
"353","Lamar Stevens",62,1.89672818258287,0.0305923900416592,"SF",-0.0909365054615829
"363","MarJon Beauchamp",52,0.861474690741059,0.0165668209757896,"SF",-0.662657048810202
"374","Tyler Dorsey",3,0.0601689855848798,0.0200563285282933,"SF",-1.10517951963539
"377","Amir Coffey",50,0.506841086285474,0.0101368217257095,"SF",-0.858504074323068
"378","Keegan Murray",80,4.46342104772359,0.0557927630965448,"SF",1.32652409817915
"380","Troy Brown Jr.",76,3.28237241771392,0.0431891107593937,"SF",0.674287935933544
"381","AJ Griffin",72,2.17390554479633,0.0301931325666157,"SF",0.0621351754140701
"392","Brandon Boston Jr.",22,0.316237312630542,0.0143744233013883,"SF",-0.963765340184072
"399","Justin Jackson",23,0.203227086490029,0.00883596028217516,"SF",-1.02617543433218
"400","Malcolm Hill",4,0.0439344355671348,0.0109836088917837,"SF",-1.11414507814865
"401","Dillon Brooks",73,1.62943709594181,0.0223210561087919,"SF",-0.238548473439396
"403","Jabari Walker",55,1.01841935244871,0.0185167154990674,"SF",-0.575984086125936
"412","Jae'Sean Tate",31,0.960461050806782,0.0309826145421543,"SF",-0.607991659118839
"413","Jack White",17,0.20385871047373,0.0119916888513959,"SF",-1.02582661888746
"419","Chima Moneke",2,-0.00424286116634912,-0.00212143058317456,"SF",-1.14075107415116
"424","Justin Champagnie",5,0.0680230839338768,0.0136046167867754,"SF",-1.10084208014739
"425","Jordan Schakel",2,0.0239833777027917,0.0119916888513959,"SF",-1.125163084591
"434","Anthony Lamb",61,2.18716048161513,0.0358550898625431,"SF",0.0694552373504108
"435","Patrick Baldwin Jr.",31,0.488679629708284,0.0157638590228479,"SF",-0.868533770338717
"441","Otto Porter Jr.",8,0.325775741602743,0.0407219677003428,"SF",-0.958497726176824
"442","Jordan Hall",9,0.0676020012780759,0.00751133347534177,"SF",-1.1010746237772
"445","Corey Kispert",74,3.31080919791096,0.0447406648366346,"SF",0.689992197308614
"448","Jarrett Culver",10,0.26911272253656,0.026911272253656,"SF",-0.989789977112058
"459","Ish Wainright",60,1.38483410442779,0.0230805684071298,"SF",-0.373630901381074
"465","Pat Connaughton",61,2.82829933592847,0.0463655628840733,"SF",0.423525285931271
"466","Julian Champagnie",15,0.510525559523731,0.0340350373015821,"SF",-0.856469317562207
"473","Josh Minott",14,0.32917643745749,0.023512602675535,"SF",-0.956619685970091
"478","T.J. Warren",42,1.31817953912526,0.0313852271220301,"SF",-0.4104410011216
"479","Khris Middleton",33,1.59735704395378,0.0484047589076902,"SF",-0.256264738004337
"482","Ziaire Williams",37,0.552565123139762,0.0149341925172909,"SF",-0.833252895360205
"487","Stanley Johnson",29,1.0614795880959,0.0366027444171,"SF",-0.552203996017634
"489","Joe Ingles",46,1.83792771562934,0.0399549503397684,"SF",-0.123409165714111
"491","Sterling Brown",4,0.0640960347593783,0.0160240086898446,"SF",-1.10301079989139
"493","PJ Dozier",16,0.11122062485336,0.006951289053335,"SF",-1.0769861629634
"496","Joe Wieskamp",9,0.0192141632166916,0.00213490702407684,"SF",-1.12779689159463
"501","Darius Days",4,0.0802253141131731,0.0200563285282933,"SF",-1.09410337728558
"518","Dylan Windler",3,0.0319427467157389,0.0106475822385796,"SF",-1.12076750919555
"524","Xavier Sneed",4,0.068128354597827,0.0170320886494567,"SF",-1.10078394423994
"533","Justin Minaya",3,0.0400073863926363,0.0133357954642121,"SF",-1.11631379789265
"2","P.J. Tucker",75,2.44778748181899,0.0326371664242532,"PF",0.0127404223794225
"9","Georges Niang",78,2.30230815564299,0.0295167712261921,"PF",-0.0587232975696385
"17","Grant Williams",79,3.62480379199021,0.0458835923036735,"PF",0.590925420733005
"22","LeBron James",55,5.828976919718,0.105981398540327,"PF",1.67368003102461
"35","Draymond Green",72,5.40379373539373,0.0750526907693574,"PF",1.46481755681409
"41","JaMychal Green",57,2.18354924443248,0.0383078814812716,"PF",-0.117061164504321
"42","Jonathan Kuminga",67,2.49298516535353,0.0372087338112467,"PF",0.0349428526721691
"46","Paolo Banchero",72,4.14570994579774,0.0575793048027464,"PF",0.84680983038725
"52","Bol Bol",70,3.9523691348801,0.0564624162125729,"PF",0.751835142716326
"57","Bojan Bogdanovic",58,3.28023496982657,0.0565557753418375,"PF",0.421663090080683
"67","Kyle Kuzma",64,4.01751787627899,0.0627737168168591,"PF",0.78383811889681
"71","Rui Hachimura",63,2.81599183508522,0.0446982830965909,"PF",0.193613220442901
"73","Anthony Gill",59,1.10670930623878,0.0187577848515047,"PF",-0.646036585245116
"77","Terry Taylor",31,0.480614990031387,0.0155037093558512,"PF",-0.953592511239802
"84","Oshae Brissett",65,1.9689941276831,0.0302922173489707,"PF",-0.222456942585297
"88","Jabari Smith Jr.",79,4.31836280420338,0.054662820306372,"PF",0.931621987865753
"93","Tari Eason",82,4.28578843350394,0.0522657126037066,"PF",0.915620499775511
"98","John Collins",71,4.54501488046811,0.0640142940911002,"PF",1.0429601479316
"107","Zion Williamson",29,2.83973263685177,0.0979218150638543,"PF",0.205275399897584
"109","Herbert Jones",66,3.07777681259254,0.0466329820089778,"PF",0.322209693984581
"117","Kevin Durant",47,5.26126198780834,0.111941744421454,"PF",1.39480177408377
"125","Markieff Morris",35,0.68584221913647,0.0195954919753277,"PF",-0.852778865671057
"130","Patrick Williams",81,3.54394685389333,0.0437524302949794,"PF",0.551206116746796
"138","Jimmy Butler",64,6.96111135834653,0.108767364974165,"PF",2.22981773521603
"147","Haywood Highsmith",54,1.61530795920306,0.0299131103556123,"PF",-0.396197981662797
"149","Evan Mobley",79,7.29018252514007,0.0922807914574693,"PF",2.39146716214968
"154","Kevin Love",62,3.46933291957786,0.0559569825738365,"PF",0.514553559669597
"155","Dean Wade",44,1.48732643101221,0.0338028734320956,"PF",-0.459066269066185
"160","Pascal Siakam",71,6.19423369439363,0.0872427280900511,"PF",1.85310489186936
"166","Thaddeus Young",54,1.84918250983309,0.0342441205524646,"PF",-0.281311929955243
"167","Juancho Hernangomez",42,1.11656354720283,0.0265848463619721,"PF",-0.641195892515253
"169","Julius Randle",77,7.48394441871351,0.0971940833599157,"PF",2.48664869799471
"176","Obi Toppin",67,2.13007637989314,0.0317921847745245,"PF",-0.143328606874036
"179","Santi Aldama",77,3.97985847910159,0.0516864737545662,"PF",0.765338716376347
"183","Brandon Clarke",56,3.59496645855347,0.0641958296170263,"PF",0.576268445774447
"185","David Roddy",70,1.59749434922607,0.0228213478460867,"PF",-0.404948550339049
"187","Jake LaRavia",35,0.544711024790765,0.015563172136879,"PF",-0.922106655494582
"189","Kenrich Williams",53,2.92591717736284,0.0552059844785442,"PF",0.247611778742025
"190","Aleksej Pokusevski",34,1.5045084170055,0.0442502475589854,"PF",-0.450625972651091
"191","Josh Giddey",76,5.88725103335178,0.0774638293862076,"PF",1.70230598803493
"194","Jeremiah Robinson-Earl",43,1.77775873004446,0.0413432262801038,"PF",-0.316397389385694
"197","Ousmane Dieng",39,0.951554245818283,0.0243988268158534,"PF",-0.722253310177945
"202","Karl-Anthony Towns",28,2.42047664431706,0.086445594439895,"PF",-0.000675463534504204
"206","Kyle Anderson",68,4.70259116615946,0.0691557524435215,"PF",1.12036624986554
"209","Taurean Prince",53,1.38153867923699,0.0260667675327734,"PF",-0.511032321326825
"213","P.J. Washington",73,3.70204949290443,0.0507130067521155,"PF",0.628870778898362
"221","JT Thor",69,1.29517563200636,0.0187706613334256,"PF",-0.553456387917361
"228","Jeremy Sochan",55,2.30069706107539,0.0418308556559162,"PF",-0.0595147145634915
"236","Keita Bates-Diop",64,3.03766415553595,0.0474635024302492,"PF",0.302505178122056
"238","Isaiah Roby",41,0.842471068852267,0.0205480748500553,"PF",-0.77583817212886
"241","Aaron Gordon",68,5.55341065207214,0.0816678037069432,"PF",1.53831378280164
"248","Jeff Green",56,1.5102571020755,0.0269688768227767,"PF",-0.447802049618753
"253","Vlatko Cancar",60,1.58645009635022,0.0264408349391704,"PF",-0.41037381188866
"254","Zeke Nnaji",53,1.35331244036785,0.0255341969880726,"PF",-0.52489787929153
"255","Lauri Markkanen",66,7.06977345265675,0.107117779585708,"PF",2.28319574899284
"257","Jarred Vanderbilt",78,5.74187697783972,0.0736138074082016,"PF",1.63089398012939
"262","Rudy Gay",56,1.26025327209168,0.0225045227159228,"PF",-0.570611277306139
"270","Dorian Finney-Smith",66,2.884225460347,0.0437003857628334,"PF",0.227131582226605
"276","Maxi Kleber",37,1.3590290908295,0.0367305159683649,"PF",-0.522089692600152
"279","Cameron Johnson",41,2.73352380242076,0.0666713122541648,"PF",0.153102499462839
"283","Torrey Craig",79,4.08852057341181,0.0517534249798963,"PF",0.818716730153156
"288","Dario Saric",57,1.91741613509487,0.0336388795630678,"PF",-0.247793568171538
"291","Jerami Grant",63,3.87245963275878,0.0614676132183934,"PF",0.712581247121854
"295","Justise Winslow",29,1.13002902534953,0.0389665181155009,"PF",-0.634581253964538
"299","Harrison Barnes",82,5.05596152264765,0.0616580673493615,"PF",1.29395215281246
"300","KZ Okpala",35,0.367288951899023,0.0104939700542578,"PF",-1.00926159127273
"307","Trey Lyles",74,3.15354872421146,0.0426155233001549,"PF",0.35943108354057
"310","Giannis Antetokounmpo",63,7.90477947120748,0.125472690019166,"PF",2.69337524207969
"314","Bobby Portis",70,6.279017681665,0.0897002525952143,"PF",1.894753277807
"321","Marcus Morris Sr.",65,2.55368050425816,0.0392873923732024,"PF",0.0647581866835893
"326","Nicolas Batum",78,3.40313147153948,0.0436298906607626,"PF",0.48203346305385
"327","Robert Covington",48,1.90626661155507,0.0397138877407307,"PF",-0.253270541764675
"334","James Johnson",18,0.244076638194267,0.0135598132330148,"PF",-1.06978710037647
"347","Isaiah Livers",51,1.48658953636456,0.0291488144385207,"PF",-0.459428253370869
"352","Isaiah Mobley",12,0.232611302662622,0.0193842752218852,"PF",-1.07541921010019
"355","Derrick Jones Jr.",63,1.7958149159577,0.0285049986659953,"PF",-0.307527660281431
"366","Thanasis Antetokounmpo",37,0.363046090732673,0.00981205650628847,"PF",-1.01134580935474
"368","Kenneth Lofton Jr.",24,0.533772042578871,0.0222405017741196,"PF",-0.927480205000666
"379","Chimezie Metu",66,2.22292500684142,0.0336806819218396,"PF",-0.0977186329464795
"397","Chris Boucher",76,4.33884021538748,0.0570900028340458,"PF",0.941681093971121
"404","Greg Brown III",16,0.131382224045604,0.00821138900285022,"PF",-1.12514590814824
"407","Isaiah Todd",6,0.0235622950469909,0.00392704917449848,"PF",-1.17811022557684
"414","Nikola Jovic",15,0.284715648570604,0.0189810432380403,"PF",-1.04982402429632
"423","Admiral Schofield",37,0.65337311910098,0.0176587329486751,"PF",-0.868728641717773
"428","Micah Potter",7,0.217008376628578,0.0310011966612254,"PF",-1.08308382586239
"438","Ron Harper Jr.",9,0.128086798854806,0.0142318665394229,"PF",-1.12676471783851
"444","Dominick Barlow",26,0.872276367680662,0.0335490910646408,"PF",-0.76119693351126
"446","Trendon Watford",61,2.56216622659086,0.0420027250260796,"PF",0.06892662284761
"454","Jamal Cain",18,0.66747022123138,0.0370816789572989,"PF",-0.861803730905899
"458","Davis Bertans",45,0.825920706842672,0.0183537934853927,"PF",-0.783968196282796
"467","Michael Foster Jr.",1,0.00392704917449848,0.00392704917449848,"PF",-1.187755635334
"474","Mfiondu Kabengele",4,0.0761929942747244,0.0190482485686811,"PF",-1.15225647955533
"476","Alize Johnson",4,0.0640960347593783,0.0160240086898446,"PF",-1.15819886154021
"492","Andre Iguodala",7,0.128297340182707,0.0183281914546724,"PF",-1.12666129375146
"497","Jonathan Isaac",11,0.478688083471942,0.0435170984974493,"PF",-0.954539064364234
"500","Deonte Burton",2,-0.00827518100479782,-0.00413759050239891,"PF",-1.19374972936239
"502","Chris Silva",1,-0.00413759050239891,-0.00413759050239891,"PF",-1.19171722332391
"509","Jae Crowder",18,0.885215492507609,0.049178638472645,"PF",-0.754840855178176
"520","Xavier Cooks",10,0.357823758982432,0.0357823758982432,"PF",-1.01391117216944
"521","Jarrell Brantley",4,0.112483872820763,0.0281209682051907,"PF",-1.13442933360071
"523","Luka Samanic",7,0.281525494043757,0.0402179277205367,"PF",-1.05139112194306
"536","Louis King",1,0.0724764864281263,0.0724764864281263,"PF",-1.15408213741971
"537","RaiQuan Gray",1,0.0805411261050237,0.0805411261050237,"PF",-1.1501205494298
"3","Joel Embiid",66,8.88834969979711,0.134671965148441,"C",2.09141737206633
"6","Montrezl Harrell",57,1.78031726058761,0.0312336361506598,"C",-0.515159037953519
"13","Al Horford",63,4.87650727253251,0.0774048773417858,"C",0.620240373219141
"16","Noah Vonleh",23,0.324196681643489,0.014095507897543,"C",-1.04913093294424
"19","Blake Griffin",41,1.51990080171165,0.0370707512612597,"C",-0.610655985145628
"23","Anthony Davis",56,7.994227402301,0.142754060755375,"C",1.76353506310696
"29","Wenyen Gabriel",68,2.68239892709667,0.0394470430455392,"C",-0.18435796016674
"36","Kevon Looney",81,7.46739405670391,0.0921900500827644,"C",1.57034076040933
"40","James Wiseman",45,2.27352352884575,0.0505227450854612,"C",-0.334296072694097
"48","Wendell Carter Jr.",57,4.91342977506225,0.0862005223695131,"C",0.633780171316013
"53","Mo Bamba",49,2.21664996845167,0.0452377544581974,"C",-0.355152094686808
"58","Isaiah Stewart",49,3.31344096450972,0.0676212441736677,"C",0.0470505628695797
"62","Jalen Duren",66,5.43668391808503,0.082373998758864,"C",0.825661949756519
"68","Kristaps Porzingis",65,6.58600034270685,0.10132308219549,"C",1.24712613210074
"75","Daniel Gafford",78,5.10880276320328,0.065497471323119,"C",0.705425120378758
"78","Jalen Smith",68,3.45257201624037,0.0507731178858877,"C",0.0980711118673409
"81","Isaiah Jackson",63,2.83615343427747,0.0450183084805947,"C",-0.127974864735021
"86","Goga Bitadze",38,1.37908541935779,0.0362917215620472,"C",-0.662294192617329
"89","Bruno Fernando",39,1.19752575596365,0.0307057886144526,"C",-0.728873677117676
"94","Alperen Sengun",75,6.52446283849062,0.0869928378465416,"C",1.22455980193928
"99","Clint Capela",65,7.38843199055814,0.113668184470125,"C",1.54138469406295
"104","Onyeka Okongwu",80,6.08441362277996,0.0760551702847495,"C",1.06318998339542
"108","Jonas Valanciunas",79,6.96759693806418,0.0881974295957491,"C",1.38706087383257
"113","Larry Nance Jr.",65,4.09402668254556,0.0629850258853163,"C",0.333298035152769
"119","Nic Claxton",76,8.22196421981357,0.108183739734389,"C",1.84704810575245
"122","Day'Ron Sharpe",48,1.73287685850178,0.036101601218787,"C",-0.532555839954122
"131","Nikola Vucevic",81,9.21742086659065,0.113795319340625,"C",2.21209058901033
"136","Andre Drummond",67,3.87607086994143,0.0578518040289766,"C",0.253371770828656
"140","Bam Adebayo",75,7.14544009361172,0.0952725345814896,"C",1.45227748305577
"145","Dewayne Dedmon",38,1.16940478775846,0.0307738102041701,"C",-0.739185877150168
"150","Jarrett Allen",68,7.37601921905095,0.108470870868396,"C",1.53683282437604
"163","Precious Achiuwa",55,2.88538343765045,0.0524615170481901,"C",-0.109921800605858
"164","Christian Koloko",58,1.47375568220156,0.0254095807276131,"C",-0.627577795925367
"170","Mitchell Robinson",59,5.59468128643218,0.0948251065496979,"C",0.883600938738497
"174","Isaiah Hartenstein",82,4.70111737686416,0.0573306997178556,"C",0.555923395417644
"180","Steven Adams",42,4.18112662442384,0.0995506339148533,"C",0.365238330270396
"186","Xavier Tillman",61,3.57427850604148,0.0585947296072374,"C",0.142701924680173
"196","Darius Bazley",43,1.40275298506874,0.032622162443459,"C",-0.653615093444339
"198","Mike Muscala",63,2.24743473786396,0.0356735672676819,"C",-0.343863055923376
"203","Rudy Gobert",69,7.83559840997015,0.113559397245944,"C",1.70536445219725
"214","Mason Plumlee",79,7.43131371948578,0.0940672622719719,"C",1.55710979154943
"220","Nick Richards",65,4.06983276351487,0.0626128117463826,"C",0.324425917706673
"224","Mark Williams",43,3.10439195689409,0.0721951617882345,"C",-0.0296094997355317
"225","Kai Jones",46,1.17259494228531,0.0254911943975067,"C",-0.738016020146122
"229","Jakob Poeltl",71,6.81521094951473,0.0959888866128835,"C",1.33117962591093
"234","Zach Collins",61,3.67911882184115,0.0603134233088712,"C",0.181147766946593
"239","Gorgui Dieng",30,0.730724090679156,0.0243574696893052,"C",-0.900053848183956
"242","Nikola Jokic",69,11.5050094629585,0.166739267579108,"C",3.05096893152193
"249","DeAndre Jordan",39,1.91931100704597,0.0492131027447684,"C",-0.464188839975789
"256","Kelly Olynyk",68,4.41629645762961,0.0649455361416118,"C",0.451477123470196
"261","Walker Kessler",74,6.82295977719977,0.0922021591513483,"C",1.3340211874291
"271","JaVale McGee",42,1.02785251075696,0.0244726788275466,"C",-0.791094310204217
"275","Christian Wood",67,5.23496265549864,0.0781337709775917,"C",0.751689034051091
"280","Deandre Ayton",67,6.62611299976344,0.0988972089516931,"C",1.26183578720166
"284","Jock Landale",69,2.60567957950219,0.0377634721666984,"C",-0.212491602400668
"289","Bismack Biyombo",61,2.36861487434532,0.0388297520384479,"C",-0.29942526138365
"292","Jusuf Nurkic",52,4.17200927810744,0.0802309476559123,"C",0.361894921242152
"296","Drew Eubanks",77,4.4193813414925,0.057394562876526,"C",0.452608376819621
"301","Domantas Sabonis",79,11.0160460558667,0.139443620960338,"C",2.87166185981277
"308","Richaun Holmes",42,0.854462757703663,0.0203443513738967,"C",-0.854677818567911
"311","Brook Lopez",78,6.2701108766765,0.080386036880468,"C",1.1312867577914
"318","Serge Ibaka",16,0.341062855644936,0.0213164284778085,"C",-1.04294596239782
"319","Paul Reed",69,2.62584117869443,0.0380556692564411,"C",-0.205098171195587
"322","Ivica Zubac",76,7.00017130876362,0.0921075172205739,"C",1.39900617472457
"331","Damian Jones",41,1.28199393124318,0.0312681446644677,"C",-0.69789847336558
"332","Willy Hernangomez",37,1.67758235806695,0.0453400637315391,"C",-0.552832807127514
"342","Jericho Sims",52,2.39375622935156,0.0460337736413762,"C",-0.290205711045962
"346","Naz Reid",68,3.4969275344633,0.051425404918578,"C",0.114336660518518
"349","Luke Kornet",69,2.39599894790286,0.0347246224333748,"C",-0.289383286933507
"351","Robin Lopez",37,0.532403523947519,0.014389284431014,"C",-0.972779699576095
"357","Tony Bradley",11,0.180296415426739,0.0163905832206126,"C",-1.10190039376536
"358","Marko Simonovic",6,0.00340069585474741,0.000566782642457902,"C",-1.16676957009697
"359","Usman Garuba",75,2.77440538873333,0.0369920718497778,"C",-0.150618402205718
"362","Boban Marjanovic",31,0.766909698561244,0.0247390225342337,"C",-0.886784275669432
"365","Sandro Mamukelashvili",41,1.48764224300406,0.0362839571464405,"C",-0.622485475073757
"370","Dwight Powell",76,3.46785913028256,0.0456297253984547,"C",0.103677027594435
"385","Jaxson Hayes",47,1.39023494289759,0.0295794668701615,"C",-0.658205566785872
"387","Nathan Knight",37,0.637243839747185,0.0172228064796536,"C",-0.934333857309676
"388","Jaylin Williams",49,2.18842372958253,0.0446617087669904,"C",-0.365502898373921
"393","Moses Brown",36,1.27445564488603,0.0354015456912786,"C",-0.700662827574506
"398","Khem Birch",20,0.276124655573956,0.0138062327786978,"C",-1.06675935687257
"406","Taj Gibson",48,0.873992732912206,0.018208181935671,"C",-0.847516009290558
"411","Myles Turner",62,5.46936355944842,0.0882155412814261,"C",0.837645854303133
"416","Udonis Haslem",7,0.0436186235752842,0.00623123193932631,"C",-1.15202131134143
"418","Moussa Diabate",22,0.493659385522285,0.0224390629782857,"C",-0.986987507166938
"420","Alex Len",26,0.509367582220279,0.0195910608546261,"C",-0.981227176821359
"422","Frank Kaminsky",36,0.738157106372352,0.0205043640658987,"C",-0.897328097629651
"426","Vernon Carey Jr.",11,0.107714658334662,0.0097922416667875,"C",-1.12851674610365
"429","Udoka Azubuike",36,1.31881116310896,0.0366336434196935,"C",-0.684397278923329
"433","Mamadi Diakite",22,0.275914114246055,0.012541550647548,"C",-1.06683656418181
"439","Nerlens Noel",17,0.35708686433478,0.0210051096667518,"C",-1.03706982108838
"443","Charles Bassey",35,1.88747353099418,0.0539278151712623,"C",-0.475863915285433
"447","John Butler Jr.",18,0.127139362879254,0.00706329793773636,"C",-1.12139354048092
"452","Marvin Bagley III",42,2.6044895675904,0.0620116563711999,"C",-0.212927989966911
"456","Jaren Jackson Jr.",63,5.02973542639356,0.0798370702602152,"C",0.676430450377754
"461","Orlando Robinson",31,1.13385080386008,0.0365758323825831,"C",-0.752223827736965
"464","Thomas Bryant",59,3.8083635979994,0.0645485355593119,"C",0.228542933968351
"468","Luka Garza",27,0.735072222509456,0.0272248971299798,"C",-0.898459350979076
"470","Moritz Wagner",57,2.81662345906892,0.049414446650332,"C",-0.135136674012374
"485","Neemias Queta",5,0.100281642641466,0.0200563285282933,"C",-1.13124249665796
"488","Robert Williams III",35,3.2302360371976,0.0922924582056456,"C",0.0165386029729381
"499","Daniel Theis",7,0.221040696467027,0.0315772423524324,"C",-1.08695911673672
"508","Cody Zeller",15,0.583107316615808,0.0388738211077205,"C",-0.954186184282235
"510","Meyers Leonard",9,0.293411912231203,0.0326013235812448,"C",-1.06041997170767
"515","Olivier Sarr",9,0.249056394008267,0.0276729326675852,"C",-1.07668552035885
"517","Omer Yurtseven",9,0.236959434492921,0.026328826054769,"C",-1.08112157908189
"519","Jay Huff",7,0.321848692428244,0.0459783846326063,"C",-1.04999196071131
"539","Chance Comanche",1,0.0321532880436394,0.0321532880436394,"C",-1.15622574813675
